temperature_c,humidity_pct,distance_mm_day,tilt_deg,risk_level
26.61,61.91,0.238,-0.055,SAFE
22.3,77.99,0.051,-0.211,SAFE
25.08,63.45,0.077,-0.242,SAFE
24.97,54.78,0.127,0.425,SAFE
28.26,55.89,1.206,-0.749,WARNING
26.42,53.26,0.15,-0.861,SAFE
24.92,61.73,0.078,-0.899,SAFE
27.45,79.8,1.865,1.637,WARNING
29.17,55.34,0.12,0.424,SAFE
26.67,67.26,0.051,0.244,SAFE
25.03,57.12,0.13,-0.846,SAFE
21.06,61.88,0.205,0.499,SAFE
21.8,46.88,0.087,-0.093,SAFE
24.08,62.35,0.197,0.171,SAFE
23.17,62.68,0.15,-0.781,SAFE
24.44,71.48,0.06,0.128,SAFE
25.17,67.68,0.084,-0.339,SAFE
26.59,50.62,4.523,-0.612,WARNING
24.79,78.01,1.84,0.587,WARNING
26.46,67.52,0.145,-1.23,SAFE
25.19,67.38,0.025,0.452,SAFE
19.07,64.89,0.156,0.548,SAFE
22.18,58.79,0.105,-0.704,SAFE
24.57,67.61,0.117,-0.656,SAFE
21.37,70.71,0.135,-0.178,SAFE
26.8,44.04,0.212,0.226,SAFE
29.59,58.53,0.062,-0.122,SAFE
28.66,61.94,0.147,0.347,SAFE
24.36,68.07,1.465,1.41,WARNING
29.47,79.32,0.059,-0.406,SAFE
25.45,55.74,0.262,-1.372,SAFE
23.99,59.02,2.515,0.661,WARNING
23.16,58.85,0.102,1.347,SAFE
24.09,55.38,0.22,0.314,SAFE
23.84,60.83,0.1,-0.87,SAFE
25.51,74.25,3.077,-0.099,WARNING
25.48,52.35,0.12,-0.895,SAFE
25.01,70.13,0.17,0.514,SAFE
26.31,44.58,0.106,-1.081,SAFE
28.57,58.26,0.207,-0.24,SAFE
27.85,61.05,0.046,-0.803,SAFE
20.55,85.1,0.853,0.101,WARNING
17.34,61.7,0.097,-0.293,SAFE
27.8,40.0,0.086,0.141,SAFE
20.9,41.01,0.127,0.018,SAFE
24.33,65.41,0.282,-0.789,SAFE
21.49,72.37,0.131,0.502,SAFE
19.59,69.51,0.213,-0.039,SAFE
26.62,67.01,0.122,-0.791,SAFE
27.28,78.95,1.735,1.793,WARNING
23.27,58.52,0.128,0.381,SAFE
17.23,75.74,0.0,-0.123,SAFE
23.36,45.42,0.139,1.132,SAFE
26.18,54.14,2.27,1.473,WARNING
20.56,43.32,0.11,-0.116,SAFE
25.55,61.7,0.19,0.278,SAFE
24.95,64.44,0.167,-0.79,SAFE
26.74,66.37,0.0,-0.118,SAFE
25.36,65.74,0.013,-0.159,SAFE
22.08,53.87,0.097,0.148,SAFE
28.59,62.72,0.058,0.266,SAFE
24.52,47.03,0.058,0.448,SAFE
24.92,81.36,0.083,0.19,SAFE
22.2,61.36,0.121,-0.969,SAFE
23.67,59.13,0.086,-0.751,SAFE
22.35,84.07,0.086,-0.437,SAFE
24.48,50.09,0.214,-0.226,SAFE
30.14,51.49,1.536,0.841,WARNING
20.88,51.85,0.231,-0.93,SAFE
20.16,64.19,0.137,-0.286,SAFE
29.41,70.18,1.252,0.762,WARNING
24.37,73.88,0.218,-0.24,SAFE
22.99,95.0,0.5,0.368,WARNING
28.12,40.0,0.201,-0.112,SAFE
23.18,72.3,0.106,0.205,SAFE
30.48,58.31,2.708,-0.183,WARNING
27.03,57.96,1.826,0.534,WARNING
23.54,57.56,0.154,-1.236,SAFE
31.47,54.09,0.059,-0.291,SAFE
23.18,85.21,0.02,0.237,SAFE
27.23,75.11,0.116,0.427,SAFE
25.9,65.28,0.114,1.194,SAFE
28.91,81.21,0.12,-0.313,SAFE
29.68,46.85,0.149,1.184,SAFE
25.1,49.03,0.092,-0.527,SAFE
22.74,40.0,4.226,1.063,WARNING
26.38,56.61,0.586,0.654,WARNING
22.97,66.94,3.031,-0.731,WARNING
31.04,66.23,2.74,0.246,WARNING
25.41,66.79,0.199,-0.041,SAFE
23.9,48.07,1.276,0.5,WARNING
25.55,74.64,0.072,-0.179,SAFE
20.96,67.88,0.119,-0.246,SAFE
22.09,73.8,0.079,1.095,SAFE
28.6,42.29,0.026,-0.079,SAFE
23.03,68.74,0.081,0.661,SAFE
21.86,50.75,0.106,-0.18,SAFE
26.61,60.23,0.152,1.333,SAFE
28.56,71.41,0.104,-0.543,SAFE
27.16,66.09,0.047,-0.491,SAFE
27.99,54.78,0.074,1.22,SAFE
22.73,65.08,0.873,-0.356,WARNING
20.73,46.62,0.157,1.281,SAFE
29.5,78.8,0.023,0.713,SAFE
24.03,62.54,0.095,-0.124,SAFE
24.25,78.42,2.203,-1.451,WARNING
28.98,58.68,0.007,-0.015,SAFE
26.67,58.72,0.161,0.081,SAFE
26.37,55.83,1.305,0.934,WARNING
31.5,75.51,1.797,1.271,WARNING
23.07,56.49,0.156,-0.548,SAFE
27.78,72.74,0.083,0.641,SAFE
25.17,60.41,0.108,0.612,SAFE
25.81,41.29,0.107,0.859,SAFE
29.59,58.16,0.17,0.399,SAFE
26.52,50.85,1.463,-1.554,WARNING
26.61,65.41,5.0,-0.124,WARNING
28.22,50.72,0.16,-0.925,SAFE
23.91,76.11,0.17,-0.162,SAFE
22.48,63.91,0.173,0.784,SAFE
21.87,62.87,0.05,0.244,SAFE
19.1,72.87,0.242,0.918,SAFE
31.17,76.57,0.131,0.273,SAFE
21.69,64.76,0.181,-1.039,SAFE
24.34,55.75,1.104,-2.017,WARNING
24.17,43.71,0.277,0.119,SAFE
25.92,56.77,0.143,-0.171,SAFE
27.45,57.59,0.063,-0.782,SAFE
27.58,66.28,0.012,-1.361,SAFE
23.25,60.86,0.134,-0.588,SAFE
24.5,73.26,4.222,-0.156,WARNING
25.85,57.64,0.045,0.533,SAFE
24.25,64.32,0.122,0.151,SAFE
29.82,79.21,0.093,1.286,SAFE
26.47,69.1,0.124,-0.828,SAFE
27.2,64.28,0.118,0.705,SAFE
26.99,57.78,0.277,0.038,SAFE
28.52,57.4,0.16,0.556,SAFE
25.54,54.79,0.17,-0.349,SAFE
21.11,58.51,1.144,0.857,WARNING
26.2,74.07,0.02,0.236,SAFE
23.05,62.34,0.144,-0.544,SAFE
23.41,48.8,0.078,-0.01,SAFE
26.76,86.22,3.361,-0.192,WARNING
28.71,68.84,0.161,0.391,SAFE
25.06,48.12,0.023,-0.944,SAFE
25.93,59.7,0.044,-0.023,SAFE
30.11,66.33,0.087,0.316,SAFE
25.72,85.46,3.06,0.026,WARNING
32.81,51.7,2.75,1.078,WARNING
26.7,76.71,2.042,0.619,WARNING
19.72,81.79,0.5,-0.006,WARNING
27.26,57.46,0.126,0.173,SAFE
26.14,61.67,0.045,0.237,SAFE
28.87,52.56,0.055,0.323,SAFE
27.02,62.56,0.237,-1.461,SAFE
24.58,64.56,0.1,-0.241,SAFE
21.33,72.92,0.538,-1.188,WARNING
24.37,78.08,2.567,1.023,WARNING
22.45,56.02,0.185,-0.049,SAFE
23.26,41.39,0.089,-0.155,SAFE
26.77,64.75,0.125,0.717,SAFE
30.01,68.52,0.052,0.338,SAFE
26.18,67.99,0.21,-0.903,SAFE
21.41,61.08,0.191,-0.057,SAFE
26.33,66.5,0.135,-0.268,SAFE
28.59,83.19,1.309,-1.396,WARNING
23.17,69.58,0.161,-0.552,SAFE
24.6,60.52,0.057,-0.147,SAFE
25.04,59.0,0.115,-0.092,SAFE
22.65,62.96,0.097,-1.186,SAFE
26.94,84.64,1.703,0.921,WARNING
24.64,62.8,0.119,-0.082,SAFE
26.26,64.76,0.047,0.03,SAFE
22.34,59.21,0.131,0.321,SAFE
23.69,78.19,4.392,-0.63,WARNING
27.17,88.52,0.556,0.365,WARNING
23.88,70.41,1.436,-0.294,WARNING
30.18,65.99,1.41,-0.717,WARNING
23.8,65.44,0.123,0.459,SAFE
25.67,40.0,0.141,1.193,SAFE
27.8,73.94,0.165,0.58,SAFE
20.74,66.61,0.957,0.738,WARNING
19.72,70.14,0.252,-0.417,SAFE
20.42,56.46,0.135,-1.278,SAFE
28.79,60.39,0.5,1.192,WARNING
23.34,60.07,3.316,1.644,WARNING
32.67,77.26,1.201,1.234,WARNING
23.31,60.45,0.101,-0.269,SAFE
25.55,89.99,1.866,-0.924,WARNING
29.63,70.17,0.05,-0.853,SAFE
31.02,49.69,2.021,-1.347,WARNING
31.18,63.46,0.046,-0.086,SAFE
28.63,57.18,0.168,1.285,SAFE
28.07,40.0,0.061,-0.113,SAFE
26.78,84.19,0.217,0.242,SAFE
30.37,75.8,9.61,2.224,DANGER
21.93,73.54,0.3,0.162,SAFE
30.66,71.85,12.374,3.012,DANGER
28.14,55.02,3.442,2.455,WARNING
28.87,65.09,0.225,-0.27,SAFE
25.98,78.38,2.373,0.969,WARNING
34.34,56.47,2.525,1.121,WARNING
33.51,42.31,1.997,0.34,WARNING
29.02,67.41,2.276,0.58,WARNING
34.1,72.43,15.909,2.033,DANGER
30.44,72.62,12.562,2.634,DANGER
29.83,82.43,10.155,1.952,DANGER
28.09,83.23,5.0,-0.09,WARNING
23.17,72.65,10.791,0.676,DANGER
26.67,85.2,3.614,0.991,WARNING
30.07,59.8,11.536,2.02,DANGER
36.0,82.0,6.158,0.704,DANGER
34.95,74.22,15.07,2.674,DANGER
23.34,58.1,4.364,2.372,WARNING
34.27,53.89,10.037,2.644,DANGER
33.51,65.55,3.254,0.276,WARNING
32.8,61.95,9.938,1.074,DANGER
30.14,78.74,3.193,0.975,WARNING
28.04,62.92,2.965,1.935,WARNING
30.91,60.43,12.058,2.886,DANGER
32.72,67.63,7.922,1.908,DANGER
38.84,82.51,10.766,1.517,DANGER
36.86,71.02,3.278,1.345,WARNING
29.31,65.31,9.254,2.041,DANGER
31.31,74.63,7.232,1.473,DANGER
35.05,92.35,8.813,1.762,DANGER
28.13,63.16,13.561,2.27,DANGER
26.55,88.12,11.229,3.254,DANGER
34.38,77.22,6.788,1.737,DANGER
31.91,75.93,12.725,1.925,DANGER
31.0,95.0,12.37,3.046,DANGER
35.83,58.88,5.0,0.162,WARNING
33.43,64.64,10.085,0.519,DANGER
30.17,55.7,11.401,3.228,DANGER
26.05,85.59,11.056,2.046,DANGER
35.93,92.34,11.662,1.808,DANGER
37.82,94.77,8.135,2.004,DANGER
33.96,87.27,13.208,2.681,DANGER
30.19,68.8,11.81,0.923,DANGER
31.2,66.53,8.813,2.89,DANGER
33.83,59.18,10.933,2.896,DANGER
26.83,95.0,9.303,1.734,DANGER
30.02,85.57,11.257,3.71,DANGER
33.24,70.56,12.909,1.962,DANGER
37.77,89.6,11.484,2.478,DANGER
35.39,67.35,13.577,1.264,DANGER
33.8,79.93,12.012,1.703,DANGER
32.11,73.84,11.754,2.729,DANGER
30.03,82.89,10.501,2.822,DANGER
28.56,65.85,15.572,1.915,DANGER
32.97,62.96,12.5,3.151,DANGER
35.05,78.04,16.52,2.081,DANGER
29.48,89.33,14.516,2.399,DANGER
37.52,75.32,12.474,2.073,DANGER
33.05,85.75,11.57,1.668,DANGER
34.67,61.72,4.245,1.213,WARNING
30.28,77.7,10.146,0.989,DANGER
22.05,64.85,7.327,2.217,DANGER
34.87,85.89,14.28,2.478,DANGER
35.53,78.53,8.856,2.276,DANGER
34.88,84.25,8.804,2.504,DANGER
32.4,90.83,10.42,2.271,DANGER
35.96,82.09,10.356,2.756,DANGER
29.33,77.25,4.646,3.725,WARNING
31.99,65.7,15.416,3.232,DANGER
37.78,79.07,12.677,2.72,DANGER
28.5,65.15,3.496,1.958,WARNING
33.37,74.71,10.907,2.471,DANGER
29.59,71.25,13.016,2.565,DANGER
33.86,65.14,12.415,3.585,DANGER
34.7,50.07,12.252,3.429,DANGER
27.57,67.1,13.727,2.206,DANGER
37.84,83.0,14.574,2.409,DANGER
31.54,61.8,10.557,3.046,DANGER
31.99,77.02,13.986,3.062,DANGER
33.72,95.0,17.412,3.838,DANGER
36.86,91.93,16.036,2.624,DANGER
31.29,95.0,14.79,1.566,DANGER
34.78,82.85,9.332,1.504,DANGER
35.52,95.0,17.168,2.249,DANGER
39.78,72.81,14.516,3.645,DANGER
32.89,72.19,17.155,2.136,DANGER
33.16,53.95,9.929,1.981,DANGER
28.81,95.0,18.064,3.664,DANGER
35.5,95.0,17.594,2.338,DANGER
29.1,75.64,14.273,3.764,DANGER
25.28,78.84,5.0,3.335,WARNING
35.21,67.19,16.865,3.973,DANGER
37.97,80.73,12.509,1.744,DANGER
26.55,90.89,12.038,2.26,DANGER
30.58,61.61,14.398,2.675,DANGER
39.58,79.88,16.443,2.562,DANGER
41.64,77.66,16.522,2.936,DANGER
33.89,82.35,10.728,1.973,DANGER
32.31,89.0,14.804,3.762,DANGER
24.45,62.74,0.125,-0.137,SAFE
29.12,63.76,0.086,-0.053,SAFE
23.06,62.43,3.721,-1.367,WARNING
22.6,76.64,0.226,0.313,SAFE
23.55,70.03,0.023,-0.071,SAFE
22.14,67.65,0.201,1.288,SAFE
25.37,49.75,0.059,-0.752,SAFE
29.87,60.46,0.169,-1.447,SAFE
25.97,75.78,0.039,0.494,SAFE
24.24,65.45,0.205,0.277,SAFE
24.12,72.91,0.247,-0.807,SAFE
20.31,86.2,0.5,-1.224,WARNING
27.65,77.46,0.12,1.23,SAFE
24.77,66.12,0.169,1.131,SAFE
24.46,58.87,1.583,-1.99,WARNING
34.58,40.0,0.079,-0.367,SAFE
25.9,62.98,3.18,1.331,WARNING
22.74,61.09,0.262,-0.381,SAFE
23.72,69.68,0.146,-0.392,SAFE
28.45,63.15,0.257,-0.226,SAFE
25.34,61.16,0.188,-0.897,SAFE
20.69,43.65,0.194,-1.364,SAFE
27.76,53.72,1.334,0.842,WARNING
23.0,70.72,0.084,-1.474,SAFE
30.62,85.59,3.051,0.198,WARNING
28.24,63.83,0.099,0.709,SAFE
23.66,68.93,0.226,-1.161,SAFE
28.84,76.43,0.106,-0.739,SAFE
25.2,55.27,0.696,0.971,WARNING
27.56,69.4,0.086,0.426,SAFE
26.45,56.11,0.094,-0.494,SAFE
22.46,75.38,0.154,0.962,SAFE
23.07,66.82,0.099,0.965,SAFE
28.09,68.58,0.127,0.215,SAFE
24.0,55.61,0.197,-0.72,SAFE
23.79,73.48,0.14,-0.331,SAFE
22.13,90.02,0.886,0.229,WARNING
26.27,52.91,0.274,-0.151,SAFE
31.19,60.92,1.505,0.751,WARNING
21.8,67.78,0.143,-1.224,SAFE
25.07,74.44,0.218,-1.195,SAFE
29.24,58.29,0.042,0.145,SAFE
24.76,40.0,0.135,-0.393,SAFE
26.36,81.31,1.565,-0.502,WARNING
21.81,74.13,0.175,-1.414,SAFE
26.28,44.08,0.065,0.016,SAFE
24.44,57.71,0.208,-0.042,SAFE
27.96,83.82,0.589,0.523,WARNING
28.56,82.37,0.105,0.055,SAFE
32.77,76.26,0.078,-0.106,SAFE
26.74,62.89,0.24,0.942,SAFE
25.98,66.0,0.088,-1.05,SAFE
25.58,63.43,0.131,0.429,SAFE
23.94,78.54,0.131,-1.337,SAFE
26.02,54.49,0.152,-0.671,SAFE
24.11,55.33,0.158,-0.97,SAFE
25.51,77.12,0.178,0.626,SAFE
28.95,64.47,0.036,-0.052,SAFE
21.98,81.54,0.027,-0.011,SAFE
28.42,56.94,0.956,-0.885,WARNING
28.95,64.34,0.13,-0.24,SAFE
24.65,53.93,0.216,-0.611,SAFE
18.63,65.09,0.058,0.307,SAFE
23.18,47.26,0.11,-0.793,SAFE
28.89,59.15,0.192,1.064,SAFE
24.93,47.76,0.166,-1.34,SAFE
22.0,73.33,0.122,-0.645,SAFE
23.49,73.6,0.049,1.342,SAFE
27.52,44.24,0.101,-0.348,SAFE
26.64,81.01,1.933,-1.052,WARNING
24.28,94.97,0.976,0.175,WARNING
23.9,65.55,0.073,-0.38,SAFE
23.82,57.31,0.176,-0.669,SAFE
22.23,95.0,3.222,-0.877,WARNING
29.85,49.17,1.834,2.215,WARNING
24.03,65.24,0.06,-0.201,SAFE
28.65,67.16,2.982,-1.54,WARNING
29.56,81.14,2.047,1.195,WARNING
27.99,69.32,0.12,0.489,SAFE
23.71,59.02,0.208,-0.613,SAFE
26.21,53.59,0.136,-0.746,SAFE
24.93,60.9,0.098,0.539,SAFE
22.29,52.92,0.125,-0.198,SAFE
25.97,65.57,1.785,-1.541,WARNING
21.46,58.23,0.215,1.43,SAFE
28.56,47.07,0.133,-0.347,SAFE
23.61,80.06,3.436,1.196,WARNING
25.6,59.03,2.974,1.023,WARNING
25.85,49.78,2.762,-0.801,WARNING
24.22,62.98,0.139,0.827,SAFE
26.76,65.82,3.566,-0.521,WARNING
23.58,44.04,0.193,-1.493,SAFE
27.61,68.98,0.089,-0.34,SAFE
20.96,52.43,0.14,0.318,SAFE
25.38,85.53,0.177,-0.37,SAFE
30.82,71.29,0.141,-0.246,SAFE
22.0,60.2,0.16,0.915,SAFE
22.97,56.06,0.072,0.085,SAFE
26.54,63.74,0.125,-0.675,SAFE
25.54,72.35,0.142,0.562,SAFE
26.05,64.69,0.026,0.158,SAFE
26.47,62.39,1.372,-2.017,WARNING
26.9,65.7,0.066,0.343,SAFE
28.33,57.75,0.083,0.313,SAFE
26.23,60.88,0.099,0.016,SAFE
24.28,40.0,0.16,0.713,SAFE
27.02,76.68,0.124,-0.538,SAFE
30.7,68.59,0.087,0.269,SAFE
24.6,55.72,0.164,-1.254,SAFE
22.08,87.78,0.076,0.326,SAFE
28.32,66.04,2.444,1.562,WARNING
24.64,52.57,0.147,-0.796,SAFE
18.48,75.28,0.106,-0.608,SAFE
27.54,69.78,3.272,-0.568,WARNING
23.39,69.73,0.126,0.104,SAFE
24.73,59.89,0.19,-0.85,SAFE
26.0,70.41,0.044,0.337,SAFE
25.57,61.86,3.034,0.677,WARNING
27.13,71.67,0.172,0.427,SAFE
23.69,42.14,0.109,-1.415,SAFE
26.54,59.79,0.13,0.796,SAFE
24.22,85.67,1.532,0.75,WARNING
27.22,55.8,1.329,0.664,WARNING
26.85,57.75,0.224,0.298,SAFE
22.19,59.62,0.106,0.176,SAFE
28.26,50.42,0.201,0.826,SAFE
23.39,40.0,1.963,1.539,WARNING
27.42,62.23,0.032,-0.762,SAFE
26.1,66.63,0.044,0.863,SAFE
30.51,64.37,4.397,-0.069,WARNING
24.33,63.26,0.027,-0.104,SAFE
23.95,65.52,0.154,-1.229,SAFE
24.94,77.27,0.079,-0.228,SAFE
24.09,62.71,0.042,-0.798,SAFE
27.4,58.11,0.202,-0.371,SAFE
20.15,61.63,0.215,-0.879,SAFE
21.84,71.95,0.037,-0.359,SAFE
21.8,81.94,5.0,-0.325,WARNING
27.85,57.46,0.17,0.077,SAFE
30.13,66.19,3.303,-1.292,WARNING
24.69,69.06,0.111,-1.156,SAFE
24.49,53.09,0.238,0.29,SAFE
25.21,65.25,0.098,-0.638,SAFE
28.49,47.41,0.046,0.86,SAFE
22.22,43.77,0.254,0.18,SAFE
25.72,69.4,0.095,0.485,SAFE
27.93,60.39,0.81,1.129,WARNING
26.5,67.43,0.228,-0.248,SAFE
25.57,64.79,0.206,-0.46,SAFE
28.0,53.28,0.145,0.697,SAFE
16.89,64.46,0.317,0.408,SAFE
27.03,50.2,0.152,-0.15,SAFE
23.04,81.69,1.598,1.113,WARNING
19.51,48.73,0.167,-0.17,SAFE
26.53,62.65,0.153,0.026,SAFE
29.12,52.49,0.017,0.017,SAFE
24.59,71.85,0.088,-0.748,SAFE
27.86,61.02,0.103,0.062,SAFE
29.84,58.78,0.15,1.117,SAFE
28.94,75.24,0.16,0.356,SAFE
29.92,65.35,0.204,0.025,SAFE
27.23,71.2,0.109,-0.129,SAFE
25.23,53.22,0.09,0.265,SAFE
20.19,48.14,0.139,0.6,SAFE
24.26,66.29,0.145,0.487,SAFE
22.47,61.17,0.195,-0.265,SAFE
31.51,72.52,0.122,0.26,SAFE
24.47,64.04,0.067,0.384,SAFE
25.37,67.46,0.136,-0.806,SAFE
26.65,45.52,0.059,0.135,SAFE
25.13,87.66,8.35,-1.729,DANGER
30.09,63.03,0.149,0.386,SAFE
23.13,73.37,0.102,0.528,SAFE
25.58,54.97,0.063,0.598,SAFE
22.77,68.7,0.161,-0.316,SAFE
21.04,49.37,0.053,0.247,SAFE
23.16,70.42,1.707,1.139,WARNING
24.89,60.73,2.488,1.131,WARNING
23.71,65.35,2.401,-0.023,WARNING
22.92,73.38,0.057,0.111,SAFE
20.78,50.21,0.054,0.889,SAFE
24.75,56.79,0.094,-1.201,SAFE
20.49,70.49,0.279,-0.258,SAFE
27.28,90.18,13.517,1.068,DANGER
25.25,63.34,0.138,0.78,SAFE
20.63,72.09,0.208,0.295,SAFE
24.07,63.72,0.077,-1.205,SAFE
22.74,88.31,0.5,-0.04,WARNING
25.96,44.03,0.065,-0.472,SAFE
29.02,66.14,0.186,0.265,SAFE
19.37,45.49,0.098,-0.647,SAFE
25.35,40.0,0.108,-0.821,SAFE
24.52,68.57,1.443,-1.652,WARNING
27.01,66.67,0.083,0.977,SAFE
25.64,61.58,0.145,-0.32,SAFE
22.74,63.73,0.072,0.126,SAFE
24.04,95.0,0.734,-0.002,WARNING
22.61,61.9,0.132,-0.854,SAFE
28.23,71.12,0.114,-1.007,SAFE
25.06,57.21,0.141,-0.804,SAFE
35.52,76.46,1.735,-0.418,WARNING
30.23,71.43,5.587,0.709,DANGER
25.35,69.95,3.017,0.31,WARNING
25.69,92.69,8.58,3.096,DANGER
25.12,86.41,15.801,2.088,DANGER
25.76,76.26,3.135,1.757,WARNING
30.67,43.68,2.472,1.016,WARNING
34.16,69.71,6.33,1.996,DANGER
24.95,95.0,3.079,0.715,WARNING
33.59,70.88,3.049,1.37,WARNING
31.65,84.81,8.458,0.645,DANGER
30.84,92.3,7.555,2.08,DANGER
35.87,74.51,10.277,1.558,DANGER
33.15,56.76,4.404,1.295,WARNING
32.38,50.77,11.757,1.337,DANGER
27.57,76.88,7.72,0.978,DANGER
26.92,65.6,10.466,1.605,DANGER
28.49,73.56,4.199,0.601,WARNING
28.56,60.35,4.354,-0.812,WARNING
29.36,72.14,12.655,0.702,DANGER
30.01,73.72,12.148,3.123,DANGER
32.53,76.87,13.821,3.173,DANGER
24.98,60.11,4.381,1.445,WARNING
29.22,80.64,9.349,1.538,DANGER
30.8,65.62,3.638,0.802,WARNING
30.46,49.08,9.453,2.399,DANGER
26.94,71.83,12.171,1.792,DANGER
34.45,69.71,2.457,1.038,WARNING
31.02,71.2,8.399,1.724,DANGER
28.79,94.09,3.465,0.507,WARNING
34.27,73.4,7.749,2.27,DANGER
35.0,71.68,5.0,0.841,WARNING
35.04,60.55,8.969,2.871,DANGER
34.15,82.44,11.81,2.031,DANGER
32.07,77.36,8.707,1.652,DANGER
35.33,66.47,10.783,1.569,DANGER
32.13,53.76,9.009,2.604,DANGER
31.2,90.31,6.252,1.909,DANGER
30.38,57.85,14.572,1.42,DANGER
32.91,66.91,10.808,1.799,DANGER
33.05,76.57,8.797,2.271,DANGER
27.98,60.77,3.093,2.559,WARNING
34.25,54.71,10.606,1.652,DANGER
32.47,50.75,11.994,1.433,DANGER
33.55,86.74,4.066,-0.334,WARNING
27.23,65.85,5.0,2.918,WARNING
40.39,95.0,14.626,2.627,DANGER
29.1,64.2,4.544,1.454,WARNING
34.72,62.48,7.042,1.557,DANGER
33.06,69.56,9.954,1.24,DANGER
29.3,79.63,12.928,2.948,DANGER
36.44,72.76,4.136,0.883,WARNING
28.0,80.78,11.467,0.951,DANGER
32.7,60.78,4.506,1.433,WARNING
34.16,57.95,13.587,2.439,DANGER
34.66,51.07,12.396,2.632,DANGER
38.48,52.35,9.611,0.318,DANGER
33.98,66.06,15.619,2.041,DANGER
36.15,79.25,15.18,1.507,DANGER
37.43,72.27,10.968,2.905,DANGER
29.08,91.02,10.276,3.991,DANGER
33.05,93.5,8.874,0.812,DANGER
33.9,67.33,4.894,1.375,WARNING
27.0,62.41,4.696,1.499,WARNING
36.54,67.89,13.32,1.867,DANGER
27.4,69.01,11.382,2.688,DANGER
36.87,63.21,14.694,2.471,DANGER
36.83,69.85,12.397,2.896,DANGER
28.72,65.71,17.9,2.169,DANGER
27.9,72.64,13.198,3.208,DANGER
28.23,67.81,12.481,3.968,DANGER
31.84,76.44,12.911,1.911,DANGER
32.22,79.18,12.157,3.629,DANGER
33.77,67.12,13.68,2.341,DANGER
36.69,88.88,13.278,3.924,DANGER
35.71,63.57,17.119,2.885,DANGER
31.9,60.25,14.721,3.345,DANGER
31.12,90.15,8.639,2.57,DANGER
27.19,69.5,11.162,2.165,DANGER
28.95,79.08,13.822,2.106,DANGER
36.63,51.98,11.862,3.026,DANGER
37.2,94.99,10.9,2.403,DANGER
32.25,85.3,14.484,3.649,DANGER
33.23,63.09,9.905,1.582,DANGER
34.02,61.39,11.636,2.571,DANGER
33.54,95.0,12.925,2.5,DANGER
32.68,68.89,15.55,3.725,DANGER
37.05,72.75,14.424,2.564,DANGER
33.31,53.39,12.334,0.68,DANGER
37.66,71.87,11.742,1.934,DANGER
37.1,82.89,15.266,0.707,DANGER
36.44,82.3,12.587,3.032,DANGER
33.6,60.29,7.929,3.221,DANGER
35.72,59.27,15.511,4.348,DANGER
32.89,92.43,14.615,3.294,DANGER
32.77,95.0,18.936,3.279,DANGER
34.77,65.32,12.525,2.797,DANGER
40.38,91.78,14.448,2.81,DANGER
37.65,87.63,8.055,1.538,DANGER
36.31,94.21,14.765,2.435,DANGER
27.09,64.16,0.178,-1.194,SAFE
24.0,40.0,0.14,1.036,SAFE
28.52,63.18,0.142,-0.13,SAFE
26.11,77.72,0.191,0.956,SAFE
24.68,54.28,0.119,-0.384,SAFE
26.34,60.34,0.131,0.215,SAFE
20.29,62.89,0.081,0.167,SAFE
21.62,40.0,0.071,-0.036,SAFE
21.42,85.06,0.171,-0.346,SAFE
25.43,54.18,0.107,0.314,SAFE
30.2,71.07,0.977,-0.741,WARNING
31.69,63.96,1.188,-0.968,WARNING
26.91,80.09,0.88,0.994,WARNING
26.5,69.87,0.184,0.582,SAFE
19.6,62.18,0.263,0.053,SAFE
23.37,54.28,0.224,1.332,SAFE
22.64,74.57,0.075,-0.214,SAFE
23.14,42.52,0.157,1.058,SAFE
24.5,72.75,0.172,0.14,SAFE
23.58,51.81,0.066,-0.82,SAFE
19.06,80.03,4.253,1.478,WARNING
27.24,66.94,3.064,0.793,WARNING
21.78,72.73,0.036,-0.097,SAFE
25.72,65.98,3.138,0.582,WARNING
31.22,43.97,0.05,-0.323,SAFE
22.24,54.67,0.288,0.663,SAFE
17.41,73.07,1.96,-1.913,WARNING
24.14,67.0,0.087,-0.816,SAFE
28.3,79.17,0.084,0.783,SAFE
30.88,69.84,0.104,-0.2,SAFE
21.31,53.4,0.07,0.166,SAFE
26.49,55.45,1.13,-1.077,WARNING
23.6,66.24,0.118,1.478,SAFE
24.68,40.0,0.144,0.952,SAFE
32.93,85.08,0.955,-0.161,WARNING
20.49,70.3,0.139,-0.324,SAFE
25.76,79.72,0.063,0.824,SAFE
26.4,46.03,1.265,1.586,WARNING
28.26,79.93,0.121,0.763,SAFE
25.29,91.78,5.0,1.737,DANGER
25.92,49.15,0.161,-0.738,SAFE
23.83,74.26,2.941,-0.656,WARNING
25.81,65.01,0.002,-0.951,SAFE
23.97,46.47,3.261,0.353,WARNING
26.86,70.91,0.217,0.14,SAFE
23.89,75.0,0.098,-0.122,SAFE
26.13,57.79,0.123,0.647,SAFE
24.91,78.99,0.23,0.986,SAFE
28.38,45.0,0.154,-1.221,SAFE
24.85,47.06,0.151,-0.478,SAFE
19.68,66.64,0.119,0.656,SAFE
28.79,65.3,0.113,-0.374,SAFE
22.28,56.4,2.015,-0.639,WARNING
23.04,74.72,0.113,0.815,SAFE
23.21,71.37,0.212,-1.032,SAFE
29.12,75.3,0.081,-0.241,SAFE
18.59,63.52,0.063,0.263,SAFE
